Transfermarkt_Akhisar_Belediye_Genclik_ve_Spor258024_Sami237703,Kaggle_SC_Braga1502_Sami1399,true
Kaggle_FC_Bayern_Munich3187_Thomas_Mueller2960,Transfermarkt_FC_Bayern_München138842_Thomas_Müller131259,true
Kaggle_FC_Porto45_Hulk41,Transfermarkt_Zenit_St._Petersburg173362_Hulk163317,true
Transfermarkt_Besiktas_Istanbul232919_Mario_Gómez216795,Kaggle_Fiorentina1100_Mario_Gomez1026,true
Kaggle_Hamilton_Academical_FC264_James_McCarthy244,Transfermarkt_FC_Everton124437_James_McCarthy117720,true
Kaggle_Olympique_Lyonnais2687_Clement_Grenier2502,Transfermarkt_Olympique_Lyon105750_Clément_Grenier100082,true
Kaggle_Olympique_Lyonnais2690_Gnaly_Maxwell_Cornet2505,Transfermarkt_Olympique_Lyon105734_Maxwel_Cornet100066,true
Kaggle_FC_Schalke_0425_Julian_Draxler23,Transfermarkt_VfL_Wolfsburg120324_Julian_Draxler113853,true
Transfermarkt_FC_Chelsea59107_Eden_Hazard56047,Kaggle_Chelsea1283_Eden_Hazard1196,true
Kaggle_Genoa2068_Zakarya_Bergdich1928,Transfermarkt_Charlton_Athletic152683_Zakarya_Bergdich144198,true
Kaggle_Borussia_Dortmund3494_Marco_Reus3240,Transfermarkt_Borussia_Dortmund186611_Marco_Reus175443,true
Kaggle_Hertha_BSC_Berlin3177_Genki_Haraguchi2952,Transfermarkt_Hertha_BSC133808_Genki_Haraguchi126518,true
Kaggle_Milan3142_Keisuke_Honda2920,Transfermarkt_AC_Mailand130949_Keisuke_Honda123847,true
Kaggle_Milan3143_Mario_Balotelli2921,Transfermarkt_AC_Mailand130945_Mario_Balotelli123843,true
Kaggle_Wisła_Kraków3215_Patryk_Malecki2985,Transfermarkt_Wisla_Krakau111021_Patryk_Malecki105051,true
Kaggle_RC_Celta_de_Vigo3229_John_Guidetti2998,Transfermarkt_Celta_Vigo196044_John_Guidetti183997,true
Kaggle_RC_Celta_de_Vigo3233_Theo_Bongonda3002,Transfermarkt_Celta_Vigo196030_Theo_Bongonda183983,true
Kaggle_FC_Luzern3241_Marco_Schneuwly3008,Transfermarkt_FC_Luzern120240_Marco_Schneuwly113772,true
Transfermarkt_VfL_Wolfsburg120323_André_Schürrle113852,Kaggle_VfL_Wolfsburg2926_Andre_Schuerrle2724,true
Transfermarkt_SV_Darmstadt_98232036_Sandro_Wagner216047,Kaggle_SV_Darmstadt_982966_Sandro_Wagner2761,true
Kaggle_SV_Zulte-Waregem1063_Ivan_Lendric992,Transfermarkt_FK_Zeljeznicar_Sarajevo150492_Ivan_Lendric142170,true
Transfermarkt_Grenoble_Foot_38248404_Nassim_Akrour230076,Kaggle_Grenoble_Foot_381069_Nassim_Akrour997,true
Kaggle_Hellas_Verona2147_Emil_Hallfredsson2002,Transfermarkt_Udinese_Calcio129077_Emil_Hallfredsson122091,true
Kaggle_Zagłębie_Lubin2218_Adrian_Blad2067,Transfermarkt_Zaglebie_Lubin136824_Adrian_Blad129361,true
Kaggle_Levante_UD2268_Deyverson2113,Transfermarkt_UD_Levante61643_Deyverson58451,true
Kaggle_Stade_Rennais_FC2299_Philipp_Hosiner2142,Transfermarkt_1.FC_Köln257837_Philipp_Hosiner237558,true
Kaggle_Inter2321_Rodrigo_Palacio2162,Transfermarkt_Inter_Mailand161504_Rodrigo_Palacio152373,true
Kaggle_FC_Nantes2373_Yacine_Bammou2211,Transfermarkt_FC_Nantes11010_Yacine_Bammou10466,true
Transfermarkt_FC_Le_Mont_LS108632_Luis_Pimenta102791,Kaggle_FC_Lausanne-Sports2383_Luis_Filipe_Pimenta2220,true
Kaggle_FC_Thun2411_Giuseppe_Morello2246,Transfermarkt_FC_Basel_1893_U2151459_Giuseppe_Morello48808,true
Kaggle_SC_Freiburg2552_Mats_Moeller_Daehli2378,Transfermarkt_SC_Freiburg26713_Mats_Möller_Daehli25360,true
Kaggle_Girondins_de_Bordeaux2580_Isaac_Kiese_Thelin2404,Transfermarkt_FC_Girondins_Bordeaux59494_Isaac_Thelin56414,true
Kaggle_Girondins_de_Bordeaux2581_Andre_Biyogo_Poko2405,Transfermarkt_FC_Girondins_Bordeaux59491_André_Biyogo_Poko56411,true
Kaggle_AS_Monaco2635_Guido_Marcelo_Carrillo2454,Transfermarkt_AS_Monaco12475_Guido_Carrillo11859,true
Transfermarkt_AS_Pirae71733_Marama_Vahirua68010,Kaggle_AS_Nancy-Lorraine2642_Marama_Vahirua2460,true
Transfermarkt_SC_Bastia153451_Julian_Palmieri144907,Kaggle_SC_Bastia2660_Julien_Palmieri2477,true
Kaggle_Śląsk_Wrocław2727_Michal_Bartowiak2539,Transfermarkt_Slask_Wroclaw22975_Michal_Bartkowiak21809,true
Kaggle_Vitesse2801_Marco_van_Ginkel2609,Transfermarkt_PSV_Eindhoven4882_Marco_van_Ginkel4645,true
Transfermarkt_Feyenoord_Rotterdam55849_Tonny_Vilhena52974,Kaggle_Feyenoord2850_Tonny_Vilhena2654,true
Kaggle_Milan3134_Ronaldinho2912,Transfermarkt_EC_Cruzeiro_Belo_Horizonte_U20209193_Ronaldo195836,false
Transfermarkt_EC_Cruzeiro_Belo_Horizonte_U20209193_Ronaldo195836,Kaggle_Real_Madrid_CF2604_Cristiano_Ronaldo2425,false
Kaggle_Villarreal_CF2485_Nilmar2314,Transfermarkt_Kardemir_Karabükspor208362_Muhammet_Reis195107,false
Kaggle_FC_Vaduz1450_Ali_Messaoud1350,Transfermarkt_FC_Franches-Montagnes163244_Ali_Mezhoud153968,false
Transfermarkt_Città_di_Scordia126194_Omar_Diop119367,Kaggle_FC_Groningen2783_Henk_Bos2592,false
Transfermarkt_TuS_Geretsried124848_Martin_Wagner118103,Kaggle_Tondela3813_Wagner3521,false
Kaggle_Inverness_Caledonian_Thistle903_Daniel_Lopez840,Transfermarkt_FC_Lorentzweiler188035_Daniel_Lopes176744,false
Kaggle_FC_Augsburg2873_Halil_Altintop2675,Transfermarkt_Galatasaray_Istanbul153979_Hamit_Altintop145404,false
Kaggle_FC_Augsburg2883_Dong-Won_Ji2685,Transfermarkt_Sangju_Sangmu_Phoenix22400_Dong-Won_Yang21264,false
Transfermarkt_SC_Wietzenbruch196428_Maximilian_Kunze184349,Kaggle_Hamburger_SV2888_Rafael_van_der_Vaart2689,false
Kaggle_Real_Valladolid233_Daniel_Larsson215,Transfermarkt_SV_Reislingen/Neuhaus196461_Daniele_Lauriola184380,false
Kaggle_FC_Bayern_Munich3187_Thomas_Mueller2960,Transfermarkt_FSC_Lohfelden87675_Thomas_Müller83080,false
Transfermarkt_Belgrano_de_Cordoba_U20239616_Mariano_Gómez222484,Kaggle_Fiorentina1100_Mario_Gomez1026,false
Transfermarkt_Southend_United70078_Luke_O'Neill66448,Kaggle_West_Ham_United360_Gary_O'Neil335,false
Transfermarkt_VfL_Stenum266572_Marco_Reuschler244329,Kaggle_Borussia_Dortmund3494_Marco_Reus3240,false
Kaggle_Swansea_City5_Bafetimbi_Gomis4,Transfermarkt_FC_Ganshoren6_Jean-Luc_Walschap5,false
Kaggle_FC_Luzern3251_Michael_Frey3018,Transfermarkt_1.FC_Neubrandenburg_04196444_Michael_Freyer18436,false
Transfermarkt_Eskilstuna_City_FK_U1959185_Daniel_Andersson56120,Kaggle_FC_Groningen2769_Petter_Andersson2578,false
Transfermarkt_Esbjerg_fB51949_Mick_van_Buren49275,Kaggle_Excelsior2762_Mick_van_Buren2572,false
Kaggle_VfL_Wolfsburg2921_Marcel_Schaefer2719,Transfermarkt_1.FC_Bruchsal121923_Marc_Schäfer115350,false
Transfermarkt_Kingstonian_FC122914_Sam_Page116279,Kaggle_St._Mirren990_Sam_Parkin,false
Transfermarkt_Carluke_Rovers_FC29891_Gary_Gow28401,Kaggle_Ross_County_FC2083_Gary_Glen1942,false
Norwich_City3261_Chris_Martin3027,Transfermarkt_Sligo_Rovers48673_Liam_Martin46156,false
Kaggle_Kilmarnock720_David_Fernandez669,Transfermarkt_SR_Delémont_II125545_Damian_Fernandez118754,false
Kaggle_LOSC_Lille2560_Rio_Mavuba2385,Transfermarkt_Stjördals_Blink_IL51665_Jörgen_Sollihaug49004,false
Kaggle_Girondins_de_Bordeaux2577_David_Bellion2401,Transfermarkt_Desportivo_Aves51740_Renato_Reis49075,false
Transfermarkt_Darlington_188377030_Chris_Porter73017,Kaggle_Motherwell1008_Chris_Porter939,false
Transfermarkt_Carolina_RailHawks_FC30399_Steven_Miller28883,Kaggle_Motherwell1016_Tom_Hateley947,false
Kaggle_Genoa2054_Alessio_Cerci1914,Transfermarkt_UD_Levante61644_José_Luis_Morales58452,false
Kaggle_Genoa2060_Tim_Matavz1920,Transfermarkt_Warriors_FC47032_Jonathan_Béhé44596,false
Kaggle_LOSC_Lille2564_Gadji_Tallo2389,Transfermarkt_Blaublitz_Akita41692_Caio39513,false
Transfermarkt_CD_Mafra133613_Kaká126333,Kaggle_Motherwell1020_Henrik_Ojamaa951,false
Kaggle_Swansea_City2_Pablo_Hernandez1,Transfermarkt_FC_Ganshoren2_Roddy_Kambala1,false
